pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
552,krokorok,Desert Croc Pokémon,V,ground,dark,2,60,82,45,45,45,74,351,1.0,33.4,123,intimidate,moxie,anger-point,brown,quadruped,,medium-slow,ground,False,False,False,90,70,20,4,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,True,33.4,1.82,127,90,201,150,50% Male / 50% Female,Below Average (300-399)
553,krookodile,Intimidation Pokémon,V,ground,dark,2,95,117,80,65,70,92,519,1.5,96.3,234,intimidate,moxie,anger-point,red,upright,,medium-slow,ground,False,False,False,45,70,20,4,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,True,42.8,1.46,197,135,274,245,50% Male / 50% Female,Strong (500-599)
554,darumaka,Zen Charm Pokémon,V,fire,,1,70,90,45,15,45,50,315,0.6,37.5,63,hustle,,inner-focus,red,humanoid,,medium-slow,ground,False,False,False,120,70,20,4,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,False,104.2,2.0,135,60,155,160,50% Male / 50% Female,Below Average (300-399)
555,darmanitan-standard,Blazing Pokémon,V,fire,,1,105,140,55,30,55,95,480,1.3,92.9,168,sheer-force,,zen-mode,red,quadruped,,medium-slow,ground,False,False,False,60,70,20,4,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,False,55.0,2.55,195,85,265,215,50% Male / 50% Female,Average (400-499)
556,maractus,Cactus Pokémon,V,grass,,1,75,86,67,106,67,60,461,1.0,28.0,161,water-absorb,chlorophyll,storm-drain,green,blob,,medium,plant,False,False,False,255,70,20,4,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,False,28.0,1.28,153,173,252,209,50% Male / 50% Female,Average (400-499)
557,dwebble,Rock Inn Pokémon,V,bug,rock,2,50,65,85,35,35,55,325,0.3,14.5,65,sturdy,shell-armor,weak-armor,red,armor,,medium,"bug, mineral",False,False,False,190,70,20,4,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,True,161.1,0.76,150,70,155,170,50% Male / 50% Female,Below Average (300-399)
558,crustle,Stone Home Pokémon,V,bug,rock,2,70,105,125,65,75,45,485,1.4,200.0,170,sturdy,shell-armor,weak-armor,red,armor,,medium,"bug, mineral",False,False,False,75,70,20,4,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,True,102.0,0.84,230,140,215,270,50% Male / 50% Female,Average (400-499)
559,scraggy,Shedding Pokémon,V,dark,fighting,2,50,75,70,35,70,48,348,0.6,11.8,70,shed-skin,moxie,intimidate,yellow,upright,,medium,"ground, dragon",False,False,False,180,35,15,4,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,True,32.8,1.07,145,105,158,190,50% Male / 50% Female,Below Average (300-399)
560,scrafty,Hoodlum Pokémon,V,dark,fighting,2,65,90,115,45,115,58,488,1.1,30.0,171,shed-skin,moxie,intimidate,red,upright,,medium,"ground, dragon",False,False,False,90,70,15,4,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,True,24.8,0.78,205,160,193,295,50% Male / 50% Female,Average (400-499)
561,sigilyph,Avianoid Pokémon,V,psychic,flying,2,72,58,80,103,80,97,490,1.4,14.0,172,wonder-skin,magic-guard,tinted-lens,black,wings,,medium,flying,False,False,False,45,70,20,4,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,True,7.1,0.72,138,183,258,232,50% Male / 50% Female,Average (400-499)
562,yamask,Spirit Pokémon,V,ghost,,1,38,30,85,55,65,30,303,0.5,1.5,61,mummy,,,black,arms,,medium,"mineral, indeterminate",False,False,False,190,70,25,4,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,False,6.0,0.35,115,120,115,188,50% Male / 50% Female,Below Average (300-399)
563,cofagrigus,Coffin Pokémon,V,ghost,,1,58,50,145,95,105,30,483,1.7,76.5,169,mummy,,,yellow,blob,,medium,"mineral, indeterminate",False,False,False,90,70,25,4,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,False,26.5,0.34,195,200,175,308,50% Male / 50% Female,Average (400-499)
564,tirtouga,Prototurtle Pokémon,V,water,rock,2,54,78,103,53,45,22,355,0.7,16.5,71,solid-rock,sturdy,swift-swim,blue,quadruped,,medium,"water1, water3",False,False,False,45,70,30,1,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,True,33.7,0.76,181,98,153,202,88% Male / 12% Female,Below Average (300-399)
565,carracosta,Prototurtle Pokémon,V,water,rock,2,74,108,133,83,65,32,495,1.2,81.0,173,solid-rock,sturdy,swift-swim,blue,upright,,medium,"water1, water3",False,False,False,45,70,30,1,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,True,56.2,0.81,241,148,223,272,88% Male / 12% Female,Average (400-499)
566,archen,First Bird Pokémon,V,rock,flying,2,55,112,45,74,45,70,401,0.5,9.5,71,defeatist,,,yellow,wings,,medium,"flying, water3",False,False,False,45,70,30,1,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,True,38.0,2.49,157,119,256,145,88% Male / 12% Female,Average (400-499)
567,archeops,First Bird Pokémon,V,rock,flying,2,75,140,65,112,65,110,567,1.4,32.0,177,defeatist,,,yellow,wings,,medium,"flying, water3",False,False,False,45,70,30,1,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,True,16.3,2.15,205,177,362,205,88% Male / 12% Female,Strong (500-599)
568,trubbish,Trash Bag Pokémon,V,poison,,1,50,50,62,40,62,65,329,0.6,31.0,66,stench,sticky-hold,aftermath,green,humanoid,,medium,mineral,False,False,False,190,70,20,4,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,False,86.1,0.81,112,102,155,174,50% Male / 50% Female,Below Average (300-399)
569,garbodor,Trash Heap Pokémon,V,poison,,1,80,95,82,60,82,75,474,1.9,107.3,166,stench,weak-armor,aftermath,green,humanoid,,medium,mineral,False,False,False,60,70,20,4,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,False,29.7,1.16,177,142,230,244,50% Male / 50% Female,Average (400-499)
570,zorua,Tricky Fox Pokémon,V,dark,,1,40,65,40,80,40,65,330,0.7,12.5,66,illusion,,,gray,quadruped,,medium-slow,ground,False,False,False,75,70,25,1,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,False,25.5,1.62,105,120,210,120,88% Male / 12% Female,Below Average (300-399)
571,zoroark,Illusion Fox Pokémon,V,dark,,1,60,105,60,120,60,105,510,1.6,81.1,179,illusion,,,gray,upright,,medium-slow,ground,False,False,False,45,70,20,1,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,False,31.7,1.75,165,180,330,180,88% Male / 12% Female,Strong (500-599)
572,minccino,Chinchilla Pokémon,V,normal,,1,55,50,40,40,40,75,300,0.4,5.8,60,cute-charm,technician,skill-link,gray,quadruped,,fast,ground,False,False,False,255,70,15,6,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,False,36.2,1.25,90,80,165,135,25% Male / 75% Female,Below Average (300-399)
573,cinccino,Scarf Pokémon,V,normal,,1,75,95,60,65,60,115,470,0.5,7.5,165,cute-charm,technician,skill-link,gray,quadruped,,fast,ground,False,False,False,60,70,15,6,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,False,30.0,1.58,155,125,275,195,25% Male / 75% Female,Average (400-499)
574,gothita,Fixation Pokémon,V,psychic,,1,45,30,50,55,65,45,290,0.4,5.8,58,frisk,competitive,shadow-tag,purple,humanoid,,medium-slow,humanshape,False,False,False,200,70,20,6,Their ribbonlike feelers increase their psychic power. They are always staring at something.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,False,36.2,0.6,80,120,130,160,25% Male / 75% Female,Weak (<300)
575,gothorita,Manipulate Pokémon,V,psychic,,1,60,45,70,75,85,55,390,0.7,18.0,137,frisk,competitive,shadow-tag,purple,humanoid,,medium-slow,humanshape,False,False,False,100,70,20,6,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,False,36.7,0.64,115,160,175,215,25% Male / 75% Female,Below Average (300-399)
576,gothitelle,Astral Body Pokémon,V,psychic,,1,70,55,95,95,110,65,490,1.5,44.0,221,frisk,competitive,shadow-tag,purple,humanoid,,medium-slow,humanshape,False,False,False,50,70,20,6,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,False,19.6,0.58,150,205,215,275,25% Male / 75% Female,Average (400-499)
577,solosis,Cell Pokémon,V,psychic,,1,45,30,40,105,50,20,290,0.3,1.0,58,overcoat,magic-guard,regenerator,green,ball,,medium-slow,indeterminate,False,False,False,200,70,20,4,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,False,11.1,0.75,70,155,155,135,50% Male / 50% Female,Weak (<300)
578,duosion,Mitosis Pokémon,V,psychic,,1,65,40,50,125,60,30,370,0.6,8.0,130,overcoat,magic-guard,regenerator,green,ball,,medium-slow,indeterminate,False,False,False,100,70,20,4,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,False,22.2,0.8,90,185,195,175,50% Male / 50% Female,Below Average (300-399)
579,reuniclus,Multiplying Pokémon,V,psychic,,1,110,65,75,125,85,30,490,1.0,20.1,221,overcoat,magic-guard,regenerator,green,arms,,medium-slow,indeterminate,False,False,False,50,70,20,4,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,False,20.1,0.87,140,210,220,270,50% Male / 50% Female,Average (400-499)
580,ducklett,Water Bird Pokémon,V,water,flying,2,62,44,50,44,50,55,305,0.5,5.5,61,keen-eye,big-pecks,hydration,blue,wings,,medium,"water1, flying",False,False,False,190,70,20,4,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,True,22.0,0.88,94,94,143,162,50% Male / 50% Female,Below Average (300-399)
581,swanna,White Bird Pokémon,V,water,flying,2,75,87,63,87,63,98,473,1.3,24.2,166,keen-eye,big-pecks,hydration,white,wings,,medium,"water1, flying",False,False,False,45,70,20,4,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,True,14.3,1.38,150,150,272,201,50% Male / 50% Female,Average (400-499)
582,vanillite,Fresh Snow Pokémon,V,ice,,1,36,50,50,65,60,44,305,0.4,5.7,61,ice-body,snow-cloak,weak-armor,white,blob,,slow,mineral,False,False,False,255,70,20,4,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,False,35.6,1.0,100,125,159,146,50% Male / 50% Female,Below Average (300-399)
583,vanillish,Icy Snow Pokémon,V,ice,,1,51,65,65,80,75,59,395,1.1,41.0,138,ice-body,snow-cloak,weak-armor,white,blob,,slow,mineral,False,False,False,120,70,20,4,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,False,33.9,1.0,130,155,204,191,50% Male / 50% Female,Below Average (300-399)
584,vanilluxe,Snowstorm Pokémon,V,ice,,1,71,95,85,110,95,79,535,1.3,57.5,241,ice-body,snow-warning,weak-armor,white,heads,,slow,mineral,False,False,False,45,70,20,4,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,False,34.0,1.12,180,205,284,251,50% Male / 50% Female,Strong (500-599)
585,deerling,Season Pokémon,V,normal,grass,2,60,60,50,40,50,75,335,0.6,19.5,67,chlorophyll,sap-sipper,serene-grace,pink,quadruped,,medium,ground,False,False,False,190,70,20,4,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,True,54.2,1.2,110,90,175,160,50% Male / 50% Female,Below Average (300-399)
586,sawsbuck,Season Pokémon,V,normal,grass,2,80,100,70,60,70,95,475,1.9,92.5,166,chlorophyll,sap-sipper,serene-grace,brown,quadruped,,medium,ground,False,False,False,75,70,20,4,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,True,25.6,1.43,170,130,255,220,50% Male / 50% Female,Average (400-499)
587,emolga,Sky Squirrel Pokémon,V,electric,flying,2,55,75,60,75,60,103,428,0.4,5.0,150,static,,motor-drive,white,quadruped,,medium,ground,False,False,False,200,70,20,4,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,True,31.2,1.25,135,135,253,175,50% Male / 50% Female,Average (400-499)
588,karrablast,Clamping Pokémon,V,bug,,1,50,75,45,40,45,60,315,0.5,5.9,63,swarm,shed-skin,no-guard,blue,humanoid,,medium,bug,False,False,False,200,70,15,4,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,False,23.6,1.67,120,85,175,140,50% Male / 50% Female,Below Average (300-399)
589,escavalier,Cavalry Pokémon,V,bug,steel,2,70,135,105,60,105,20,495,1.0,33.0,173,swarm,shell-armor,overcoat,gray,arms,,medium,bug,False,False,False,75,70,15,4,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,True,33.0,1.29,240,165,215,280,50% Male / 50% Female,Average (400-499)
590,foongus,Mushroom Pokémon,V,grass,poison,2,69,55,45,55,55,15,294,0.2,1.0,59,effect-spore,,regenerator,white,arms,,medium,plant,False,False,False,190,70,20,4,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,True,25.0,1.22,100,110,125,169,50% Male / 50% Female,Weak (<300)
591,amoonguss,Mushroom Pokémon,V,grass,poison,2,114,85,70,85,80,30,464,0.6,10.5,162,effect-spore,,regenerator,white,arms,,medium,plant,False,False,False,75,70,20,4,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,True,29.2,1.21,155,165,200,264,50% Male / 50% Female,Average (400-499)
592,frillish-male,Floating Pokémon,V,water,ghost,2,55,40,50,65,85,40,335,1.2,33.0,67,water-absorb,cursed-body,damp,white,tentacles,,medium,indeterminate,False,False,False,190,70,20,4,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,True,22.9,0.8,90,150,145,190,50% Male / 50% Female,Below Average (300-399)
593,jellicent-male,Floating Pokémon,V,water,ghost,2,100,60,70,85,105,60,480,2.2,135.0,168,water-absorb,cursed-body,damp,white,tentacles,,medium,indeterminate,False,False,False,60,70,20,4,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,True,27.9,0.86,130,190,205,275,50% Male / 50% Female,Average (400-499)
594,alomomola,Caring Pokémon,V,water,,1,165,75,80,40,45,65,470,1.2,31.6,165,healer,hydration,regenerator,pink,fish,,fast,"water1, water2",False,False,False,75,70,40,4,The special membrane enveloping Alomomola has the ability to heal wounds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,False,21.9,0.94,155,85,180,290,50% Male / 50% Female,Average (400-499)
595,joltik,Attaching Pokémon,V,bug,electric,2,50,47,50,57,50,65,319,0.1,0.6,64,compound-eyes,unnerve,swarm,yellow,armor,,medium,bug,False,False,False,190,70,20,4,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,True,60.0,0.94,97,107,169,150,50% Male / 50% Female,Below Average (300-399)
596,galvantula,EleSpider Pokémon,V,bug,electric,2,70,77,60,97,60,108,472,0.8,14.3,165,compound-eyes,unnerve,swarm,yellow,armor,,medium,bug,False,False,False,75,70,20,4,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,True,22.3,1.28,137,157,282,190,50% Male / 50% Female,Average (400-499)
597,ferroseed,Thorn Seed Pokémon,V,grass,steel,2,44,50,91,24,86,10,305,0.6,18.8,61,iron-barbs,,,gray,ball,,medium,"plant, mineral",False,False,False,255,70,20,4,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,True,52.2,0.55,141,110,84,221,50% Male / 50% Female,Below Average (300-399)
598,ferrothorn,Thorn Pod Pokémon,V,grass,steel,2,74,94,131,54,116,20,489,1.0,110.0,171,iron-barbs,,anticipation,gray,tentacles,,medium,"plant, mineral",False,False,False,90,70,20,4,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,True,110.0,0.72,225,170,168,321,50% Male / 50% Female,Average (400-499)
599,klink,Gear Pokémon,V,steel,,1,40,55,70,45,60,30,300,0.3,21.0,60,plus,minus,clear-body,gray,heads,,medium-slow,mineral,False,False,False,130,70,20,-1,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,False,233.3,0.79,125,105,130,170,Genderless,Below Average (300-399)
600,klang,Gear Pokémon,V,steel,,1,60,80,95,70,85,50,440,0.6,51.0,154,plus,minus,clear-body,gray,heads,,medium-slow,mineral,False,False,False,60,70,20,-1,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,False,141.7,0.84,175,155,200,240,Genderless,Average (400-499)
601,klinklang,Gear Pokémon,V,steel,,1,60,100,115,70,85,90,520,0.6,81.0,234,plus,minus,clear-body,gray,heads,,medium-slow,mineral,False,False,False,30,70,20,-1,The gear with the red core is rotated at high speed for a rapid energy charge.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,False,225.0,0.87,215,155,260,260,Genderless,Strong (500-599)
602,tynamo,EleFish Pokémon,V,electric,,1,35,55,40,45,40,60,275,0.2,0.3,55,levitate,,,white,fish,,slow,indeterminate,False,False,False,190,70,20,4,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,False,7.5,1.38,95,85,160,115,50% Male / 50% Female,Weak (<300)
603,eelektrik,EleFish Pokémon,V,electric,,1,65,85,70,75,70,40,405,1.2,22.0,142,levitate,,,blue,fish,,slow,indeterminate,False,False,False,60,70,20,4,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,False,15.3,1.21,155,145,200,205,50% Male / 50% Female,Average (400-499)
604,eelektross,EleFish Pokémon,V,electric,,1,85,115,80,105,80,50,515,2.1,80.5,232,levitate,,,blue,fish,,slow,indeterminate,False,False,False,30,70,20,4,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,False,18.3,1.44,195,185,270,245,50% Male / 50% Female,Strong (500-599)
605,elgyem,Cerebral Pokémon,V,psychic,,1,55,55,55,85,55,30,335,0.5,9.0,67,telepathy,synchronize,analytic,blue,upright,,medium,humanshape,False,False,False,255,70,20,4,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,False,36.0,1.0,110,140,170,165,50% Male / 50% Female,Below Average (300-399)
606,beheeyem,Cerebral Pokémon,V,psychic,,1,75,75,75,125,95,40,485,1.0,34.5,170,telepathy,synchronize,analytic,brown,humanoid,,medium,humanshape,False,False,False,90,70,20,4,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,False,34.5,1.0,150,220,240,245,50% Male / 50% Female,Average (400-499)
607,litwick,Candle Pokémon,V,ghost,fire,2,50,30,55,65,55,20,275,0.3,3.1,55,flash-fire,flame-body,infiltrator,white,blob,,medium-slow,indeterminate,False,False,False,190,70,20,4,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,True,34.4,0.55,85,120,115,160,50% Male / 50% Female,Weak (<300)
608,lampent,Lamp Pokémon,V,ghost,fire,2,60,40,60,95,60,55,370,0.6,13.0,130,flash-fire,flame-body,infiltrator,black,arms,,medium-slow,indeterminate,False,False,False,90,70,20,4,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,True,36.1,0.67,100,155,190,180,50% Male / 50% Female,Below Average (300-399)
609,chandelure,Luring Pokémon,V,ghost,fire,2,60,55,90,145,90,80,520,1.0,34.3,234,flash-fire,flame-body,infiltrator,black,arms,,medium-slow,indeterminate,False,False,False,45,70,20,4,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,True,34.3,0.61,145,235,280,240,50% Male / 50% Female,Strong (500-599)
610,axew,Tusk Pokémon,V,dragon,,1,46,87,60,30,40,57,320,0.6,18.0,64,rivalry,mold-breaker,unnerve,green,upright,,slow,"monster, dragon",False,False,False,75,35,40,4,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,False,50.0,1.45,147,70,174,146,50% Male / 50% Female,Below Average (300-399)
611,fraxure,Axe Jaw Pokémon,V,dragon,,1,66,117,70,40,50,67,410,1.0,36.0,144,rivalry,mold-breaker,unnerve,green,upright,,slow,"monster, dragon",False,False,False,60,35,40,4,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,False,36.0,1.67,187,90,224,186,50% Male / 50% Female,Average (400-499)
612,haxorus,Axe Jaw Pokémon,V,dragon,,1,76,147,90,60,70,97,540,1.8,105.5,243,rivalry,mold-breaker,unnerve,yellow,upright,,slow,"monster, dragon",False,False,False,45,35,40,4,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,False,32.6,1.63,237,130,304,236,50% Male / 50% Female,Strong (500-599)
613,cubchoo,Chill Pokémon,V,ice,,1,55,70,40,60,40,40,305,0.5,8.5,61,snow-cloak,slush-rush,rattled,white,upright,,medium,ground,False,False,False,120,70,20,4,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,False,34.0,1.75,110,100,170,135,50% Male / 50% Female,Below Average (300-399)
614,beartic,Freezing Pokémon,V,ice,,1,95,130,80,70,80,50,505,2.6,260.0,177,snow-cloak,slush-rush,swift-swim,white,quadruped,,medium,ground,False,False,False,60,70,20,4,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,False,38.5,1.62,210,150,250,255,50% Male / 50% Female,Strong (500-599)
615,cryogonal,Crystallizing Pokémon,V,ice,,1,80,50,50,95,135,105,515,1.1,148.0,180,levitate,,,blue,ball,,medium,mineral,False,False,False,25,70,25,-1,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,False,122.3,1.0,100,230,250,265,Genderless,Strong (500-599)
616,shelmet,Snail Pokémon,V,bug,,1,50,40,85,40,65,25,305,0.4,7.7,61,hydration,shell-armor,overcoat,red,ball,,medium,bug,False,False,False,200,70,15,4,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,False,48.1,0.47,125,105,105,200,50% Male / 50% Female,Below Average (300-399)
617,accelgor,Shell Out Pokémon,V,bug,,1,80,70,40,100,60,145,495,0.8,25.3,173,hydration,sticky-hold,unburden,red,arms,,medium,bug,False,False,False,75,70,15,4,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,False,39.5,1.75,110,160,315,180,50% Male / 50% Female,Average (400-499)
